28362,TL.2012.37.35,BANDS OF COLOR IN FOUR DIRECTIONS
28363,TL.2012.37.36,BANDS OF COLOR IN FOUR DIRECTIONS
28364,TL.2012.37.37,BANDS OF COLOR IN FOUR DIRECTIONS
28365,TL.2012.37.38,BANDS OF COLOR IN FOUR DIRECTIONS
28366,TL.2012.37.39,"BANDS OF BLACK, WHITE AND GRAY LINES IN FOUR DIRECTIONS"
28367,TL.2012.37.40,HIGH TABLE
28368,TL.2012.37.41,END TABLE
28369,TL.2012.37.42,BANDS OF BLACK AND GRAY IN FOUR DIRECTIONS
28370,TL.2012.37.43,"THREE-PART COMBINATION OF VERTICAL, HORIZONTAL, AND DIAGONAL BANDS OF COLOR, 4, 2, 1"
28371,TL.2012.37.44,BANDS OF COLOR IN FOUR DIRECTIONS
28372,TL.2012.37.45,BLACK GOUACHE WITH PENCIL GRID
28373,TL.2012.37.46,BLACK GOUACHE WITH PENCIL GRID
28374,TL.2012.37.47,BLACK GOUACHE WITH PENCIL GRID
28375,TL.2012.37.48,BLACK GOUACHE WITH PENCIL GRID
28376,TL.2012.37.49,POSTCARD
28377,TL.2012.37.50,WORKING DRAWING FOR WALL DRAWING
28378,TL.2012.37.51,LINES IN FOUR DIRECTIONS ON COLOR
28379,TL.2012.37.52,IRREGULAR GRID
28380,TL.2012.37.53,SCRIBBLES WITHIN A SQUARE DRAWN ON A PHOTOGRAPH OF MANHATTAN
28381,TL.2012.37.54,"DRAWING FOR ""SQUARINGS "" FROM SEAMUS HEANEY BOOK PROJECT"
28382,TL.2012.37.55,"DRAWING FOR ""SQUARINGS "" FROM SEAMUS HEANEY BOOK PROJECT"
28383,TL.2012.37.56,"DRAWING FOR ""SQUARINGS "" FROM SEAMUS HEANEY BOOK PROJECT"
28384,TL.2012.37.57,"DRAWING FOR ""SQUARINGS "" FROM SEAMUS HEANEY BOOK PROJECT"
28385,TL.2012.37.58,"DRAWING FOR ""SQUARINGS "" FROM SEAMUS HEANEY BOOK PROJECT"
28386,TL.2012.37.59,"DRAWING FOR ""SQUARINGS "" FROM SEAMUS HEANEY BOOK PROJECT"
28387,TL.2012.37.60,"DRAWING FOR ""SQUARINGS "" FROM SEAMUS HEANEY BOOK PROJECT"
28388,TL.2012.37.61,"DRAWING FOR ""SQUARINGS "" FROM SEAMUS HEANEY BOOK PROJECT"
28389,TL.2012.37.62,WORKING DRAWING FOR 58 THREE-PART VARIATIONS ON THREE DIFFERENT KINDS OF CUBES
28390,TL.2012.37.63,SCRIBBLES WITH VERTICAL AND HORIZONTAL STRAIGHT LINES
28391,TL.2012.37.64,"SEAMUS HEANEY , SQUARINGS, WITH 48 DRAWINGS BY SOL LEWITT"
28392,TL.2012.50,"FOUR BASIC KINDS OF LINES AND COLOUR: LONDON, LISSON GALLERY"
28393,TL.2012.58,"PHOTOGRIDS: NEW YORK, PAUL DAVID PRESS & RIZZOLI"
28394,TL.2012.49.1,"CARL ANDRE, ROBERT BARRY, DOUGLAS HUEBLER, JOSEPH KOSUTH, SOL LEWITT, ROBERT MORRIS, LAWRENCE WEINER: NEW YORK, SETH SIEGELAUB AND JOHN WENDLER"
28395,TL.2012.49.2,"FOUR BASIC KINDS OF STRAIGHT LINES: 1. VERTICAL. 2. HORIZONTAL. 3. DIAGONAL L. TO R. 4. DIAGONAL R. TO L. AND THEIR COMBINATIONS: LONDON, STUDIO INTERNATIONAL"
28396,TL.2012.49.3,"FOUR BASIC KINDS OF LINES AND COLOUR/SOL LEWITT, LONDON: LISSON GALLERY: NEW YORK: P. DAVID PRESS"
28397,TL.2012.49.4,"ARCS FROM CORNERS AND SIDES, CIRCLES AND GRIDS AND ALL THEIR COMBINATIONS/SOL LEWITT, [BERN], KUNSTHALLE BERN AND PAUL BIANCHINI"
28398,TL.2012.49.5,"GRIDS USING ALL COMBINATIONS OF STRAIGHT, NOT-STRAIGHT AND BROKEN LINES/GRILLES POUR .../SOL LEWITT, BRUXELLES: POUR ÉCRIRE LA LIBERTÉ"
28399,TL.2012.49.6,"RED, BLUE AND YELLOW LINES FROM SIDES, CORNERS AND THE CENTER OF THE PAGE TO POINTS ON A GRID: ISRAEL MUSEUM, JERUSALEM, SEPTEMBER 1975/SOL LEWITT, JERUSALEM: ISRAEL MUSEUM"
28400,TL.2012.49.7,"BRICK WALL/SOL LEWITT, NEW YORK: TANGLEWOOD PRESS"
28401,TL.2012.49.8,"PHOTO GRIDS/SOL LEWITT, NEW YORK: PAUL DAVID PRESS, 1977"
28402,TL.2012.49.9,"FIVE CUBES ON TWENTY-FIVE SQUARES WITH EITHER CORNERS OR SIDES TOUCHING/SOL LEWITT, 1977 [PHOTOGRAPHS BY AKIRA HAGIHARA AND JO WATANABE], BARI: BONOMO GALLERY"
28403,TL.2012.49.10,"AUTOBIOGRAPHY SOL LEWITT 1980, NEW YORK: MULTIPLES; BOSTON: LOIS AND MICHAEL  TORF"
28404,TL.2012.49.11,"ASPEN: THE MAGAZINE IN A BOX, NO. 5 & 6, FALL/WINTER 1967 (INSERT SECTION ON LEWITT'S SERIAL PROJECT NO. 1, ABCD), NEW YORK: ASPEN COMMUNICATIONS INC."
28405,TL.2012.49.12,"FROM MONTELUCO TO SPOLETO: DECEMBER 1976/SOL LEWITT, EINDHOVEN: VAN ABBEMUSEUM"
28406,EL.2012.3.1,THE LAST SUPPER (POSSIBLE DESIGN FOR CHURCH APSE)
28407,EL.2012.3.2,"THE HEAD AND RIGHT HAND OF MICHELANGELO, AND A SUBSIDIARY STUDY OF THE RIGHT HAND OF ARISTOTLE: STUDIES FOR THE APOTHEOSIS OF HOMER (FOR THE MUSEE CHARLES X. LOUVRE, PARIS)"
28408,EL.2012.3.3,"WAR LOOSING MONSTERS (STUDY FOR THE SALON DU ROI, PALAIS BOURBON, PARIS)"
28409,A.4.1.B,"POSTER FOR EXHIBITION ""MAURICE PRENDERGAST"""
28410,M.2012.8,ARTIFICIAL ROCK NO. 77
28411,M.2012.12,QUR'AN PRAYER BOARD
28412,A.1.398,"UNKNOWN MAN, MAURICE PRENDERGAST, SR., CHARLES PRENDERGAST"
28413,TL.2012.54,JEAN POOL [SEE NOTES FOR LIST OF INDIVIDUAL ARTISTS]
28414,M.2011.12,LOS DESASTRES DE LA GUERRA (THE DISASTERS OF WAR)
28415,TL.2012.21,UNTITLED
28416,83.20.3.FR,"FRAME FOR ""SKATERS AT THE WORLD'S FAIR"""
28417,86.18.12.FR,"FRAME FOR ""THE RIDERS"""
28418,86.18.13.FR,"FRAME FOR ""BATHERS UNDER THE TREES"""
28419,86.18.14.FR,"FRAME FOR ""INTERIOR, FLORIDA"""
28420,86.18.17.FR,"FRAME FOR SKETCH FOR ""POLO PLAYERS, NO.1"""
28421,86.18.26.FR,"FRAME FOR ""FAIRY STORY"""
28422,86.18.27.FR,"FRAME FOR ""DONKEY RIDER #2"""
28423,86.18.34.FR,"FRAME FOR ""CIRCUS"""
28424,86.18.37.FR,"FRAME FOR ""NORTH SHORE"""
28425,86.18.42.FR,"FRAME FOR ""SUMMER DAY"""
28426,86.18.49.FR,"FRAME FOR ""GLOUCESTER HARBOR"""
28427,86.18.54.FR,"FRAME FOR ""LAKE OSSIPPEE, NEW HAMPSHIRE"""
28428,86.18.63.FR,"FRAME FOR ""HOLIDAY BEACH SCENE"""
28429,86.18.66.FR,"FRAME FOR ""NUDES WITH JONQUILS"""
28431,86.18.72.FR,"FRAME FOR ""ROUEN"""
28432,86.18.80.FR,"FRAME FOR ""SUMMER DAY, SALEM"""
28433,86.18.81.FR,"FRAME FOR ""DONKEY RIDER"""
28434,86.18.82.FR,"FRAME FOR ""GREEN SHORE"""
28436,91.18.2.FR,"FRAME FOR ""BLUE MOUNTAINS"""
28437,93.13.2.FR,"FRAME FOR ""LADY IN BLUE WITH WHITE BOA"""
28438,95.4.32.FR,"FRAME FOR ""GLORY BOWER"""
28439,95.4.33.FR,"FRAME FOR ""POLO PLAYERS, NO. 1"""
28440,95.4.42.FR,"FRAME FOR ""BATHERS"""
28441,95.4.60-61.FR,FRAME FOR CHRISTMAS CARDS FROM LENNA GLACKENS
28442,95.4.73.FR,"FRAME FOR ""ST. MALO"""
28443,95.4.74.FR,"FRAME FOR ""ST. SERVAN FISHERMAN"""
28444,95.4.76.FR,"FRAME FOR ""APPROACHING STORM"""
28445,95.4.93.FR,"FRAME FOR ""COLUMN OF ST. THEODORE"""
28446,95.4.105.FR,"FRAME FOR ""MAYTIME"""
28447,97.3.1.FR,"FRAME FOR ""RED CLOAK WITH CAPE"""
28448,98.2.FR,"FRAME FOR ""MARINE PARK, SOUTH BOSTON"""
28449,99.9.1.FR,"FRAME FOR ""GIRL IN GREEN WITH MUFF"""
28450,99.9.2.FR,"FRAME FOR ""THE SCARLET CAPE"""
28451,M.2004.13.2.FR,"FRAME FOR ""BOAT LANDING"""
28452,M.2004.13.3.FR,"FRAME FOR ""FRANKLIN PARK"""
28453,A.1.4.FR,"FRAME FOR PHOTOGRAPH OF ""SPIRIT OF THE HUNT"" BY CHARLES AND MAURICE PRENDERGAST"
28454,86.18.31.FR,"FRAME FOR ""ITALIAN GIRL"""
28455,86.18.52.FR,"FRAME FOR ""ROCKY POINT"""
28456,90.11.6.FR,"FRAME FOR ""WOMAN IN PARIS"""
28457,91.18.29.FR,"FRAME FOR ""CIRCUS RIDER NO. 9"""
28458,91.28.16.FR,"FRAME FOR ""PARK BENCHES"""
28459,93.13.3.FR,"FRAME FOR ""THE ESPLANADE, BOSTON"""
28460,95.4.31.FR,"FRAME FOR ""FLORIDA GROVE"""
28461,95.4.49.FR,"FRAME FOR ""PHOTOGRAPH OF CHARLES PRENDERGAST"""
28462,95.4.50.FR,"FRAME FOR  ""PHOTOGRAPH OF CHARLES PRENDERGAST"""
28463,95.4.51.FR,"FRAME FOR ""PHOTOGRAPH OF CHARLES PRENDERGAST"""
28464,95.4.64.FR,"FRAME FOR ""JUNGLE FANTASY"""
28465,95.4.68.FR,"FRAME FOR ""SUNSET, BOSTON HARBOR"""
28466,95.4.91.FRAME,"FRAME FOR ""FOUR DANCERS"""
28467,95.4.88.FRAME,"FRAME FOR ""HORSE AND WAGON"""
28468,95.4.109.FRAME,"FRAME FOR ""THREE WOMEN"""
28469,95.4.90.FRAME,"FRAME FOR ""THREE WOMEN"""
28470,95.4.96.FRAME,"FRAME FOR ""PARIS"""
28471,95.4.106.FRAME,"FRAME FOR ""STUDY OF A WOMAN"""
28472,95.4.65.FRAME,"FRAME FOR ""THE INLET - GLOUCESTER"""
28473,95.4.66.FRAME,"FRAME FOR ""BATHERS AT PASSAMAQUODDY BAY"""
28474,95.4.84.FRAME,"FRAME FOR ""IN THE PARK"""
28475,95.4.70.FRAME,"FRAME FOR ""SUMMER HOTEL, MAINE"" (95.4.70)"
28476,95.4.72.FRAME,"FRAME FOR ""SUMMER HOTEL, MAINE"" (95.4.72)"
28477,95.4.110.FRAME,"FRAME FOR ""STRAWBERRY HILL"""
28478,95.4.86.FRAME,"FRAME FOR ""FAMILY GROUP"""
28479,95.4.92.FRAME,"FRAME FOR ""THE WHITE HORSE AND CIRCUS RIDER"""
28480,95.4.100.FRAME,"FRAME FOR ""SUNLIGHT STUDY OF A COTTAGE AT EU, FRANCE"""
28481,86.18.25.FR,"FRAME FOR ""SUNSET"""
28482,M.2012.6.1.A,ASCO'S STATIONS OF THE CROSS (1 OF 4)
28483,M.2012.6.1.B,ASCO'S STATIONS OF THE CROSS (2 OF 4)
28484,M.2012.6.1.C,ASCO'S STATIONS OF THE CROSS (3 OF 4)
28485,M.2012.6.1.D,ASCO'S STATIONS OF THE CROSS (4 OF 4)
28486,M.2012.6.2,EVERGREEN CEMETERY
28487,M.2012.7.1,SPRAY PAINT LACMA
28488,M.2012.7.2,WALKING MURAL
28489,M.2012.7.3,BIRDS WAVE GOODBYE
28490,M.2012.7.4,DECOY GANG WAR VICTIM
28491,M.2012.7.5,INSTANT MURAL
28492,M.2012.7.6,FIRST SUPPER (AFTER A MAJOR RIOT)
28493,M.2012.7.7,A LA MODE
28494,M.2012.7.8,FOUNTAIN OF ALOOF
28495,M.2012.7.9,THE GORES
28496,M.2012.7.10,SKYSCRAPER SKIN
28497,TL.2012.49.13,"49 THREE-PART VARIATIONS USING THREE DIFFERENT KINDS OF CUBES: 1967-68/SOL LEWITT, ZURICH: PRINTED BY B. BISCHOFSBERGER"
28498,M.2012.14,LYAM 3D
28499,95.4.54.FRAME,FRAME FOR 95.4.54
28500,95.4.55.FRAME,FRAME FOR 95.4.55
28501,95.4.52.FRAME,FRAME FOR 95.4.52
28502,95.4.53.FRAME,FRAME FOR 95.4.53
28503,TL.2012.57.1,UNTITLED
28504,TL.2012.57.2,UNTITLED
28505,TL.2012.57.3,SIZE
28506,TL.2012.57.4,SELF-PORTRAIT
28507,TL.2012.57.5,DHFK LEIPZIG IV
28508,61.27.FRAME,"FRAME (EMPTY) TO ""HEAD OF A GIRL"""
28509,PFL.6.FRAME,"FRAME (EMPTY) FOR ""EXTERIOR OF AN INN WITH PEASANTS AT A TABLE"""
28510,1887.1.105.FRAME,"FRAME (EMPTY) FOR ""HEAD OF A YOUNG LADY"""
28511,55.20.FRAME2,"FRAME (EMPTY) FOR ""MADONNA ADORING CHILD"""
28512,29.1.16.FRAME,"FRAME (EMPTY) FOR ""MADONNA AND CHILD WITH SAINTS"""
28513,75.14.FRAME,"FRAME (EMPTY) FOR ""MOONLIGHT"""
28514,74.13.FRAME,"FRAME (EMPTY) FOR ""WOMAN AND CHILD BY THE SEA"""
28515,68.22.FRAME,"FRAME (EMPTY) FOR ""BASHI-BAZOUK"""
28516,1887.1.55.FRAME,"FRAME (EMPTY) FOR ""INTERIOR OF THE VATICAN LIBRARY"""
28517,83.16.FRAME,"FRAME (EMPTY) FOR ""NUDE WOMAN ARRANGING HER HAIR"""
28518,WP.27.FRAME,"(EMPTY) FRAME FOR ""PORTRAIT OF HENRY 'HARRY' HOPKINS (1837-1908)"""
28519,TL.2012.59.1,ALBUM PAGE FROM NIZAMI'S KHAMSA: MAJNUN AND THE ANIMALS
28520,TL.2012.59.2,TWO FIGURES BY THE TREE
28521,TL.2012.51.3,KING KHOUSRO AND QUEEN SHIREEN IN GARDEN COURT
28522,TL.2012.51.4,TWO FIGURES BY THE TREE
28523,TL.2012.51.5,BATTLE SCENE FROM SHAH-NAMEH
28524,TL.2012.51.6,WOMAN HOLDING A LARGE JAR
28525,TL.2012.51.7,WOMAN STANDING WITH FLASK AND CUP
28526,TL.2012.51.8,MAN WITH A FALCON
28527,TL.2012.51.9,WOMAN STANDING BY A FLOWERING PINK ROSE BUSH
28528,TL.2012.59.3,KING KHOUSRO AND QUEEN SHIREEN IN GARDEN COURT
28529,TL.2012.59.4,CAMEL AND DRIVER
28530,TL.2012.59.5,BATTLE SCENE FROM SHAH-NAMEH
28531,TL.2012.59.6,WOMAN HOLDING A LARGE JAR
28532,TL.2012.59.7,WOMAN STANDING WITH FLASK AND CUP
28533,TL.2012.59.8,MAN WITH A FALCON
28534,TL.2012.59.9,WOMAN STANDING BY A FLOWERING PINK ROSE BUSH
28535,A.33.4,"LOW RIDER MAGAZINE, FEBRUARY 1982, VOL. 5, NO 3, THE BRAT (TERESA COVARRUBIAS) ON COVER AND PP. 74-76"
28536,TL.2012.60,"WALL DRAWING #29, A SQUARE DIVIDED HORIZONTALLY AND VERTICALLY INTO FOUR EQUAL PARTS, EACH WITH A DIFFERENT COLOR AND LINE DIRECTION"
28537,A.35.1,"HOLZER / WILLIAMS COLLEGE: END BENCH 1, VERSION 21"
28538,A.35.2,HOLZER / WILLIAMS COLLEGE: END BENCH 1 TOP SLAB
28539,A.35.3,"HOLZER / WILLIAMS COLLEGE: LONG BENCH 1 TOP SLAB 2 LEG 3, 4, 5"
28540,A.35.4,HOLZER / WILLIAMS COLLEGE: LONG BENCH 1 TOP SLAB 1 LEG 1 AND 2
28541,A.35.5,HOLZER / WILLIAMS COLLEGE: END BENCH 2 TOP SLAB LEG 1 AND 2
28542,A.35.6,HOLZER / WILLIAMS COLLEGE:END BENCH 1 TOP SLAB LEG 1 AND 2
28543,A.35.7,HOLZER / WILLIAMS COLLEGE: LONG BENCH 2 TOP SLAB 1 LEG 1 AND 2
28544,A.35.8,"HOLZER / WILLIAMS COLLEGE: LONG BENCH 2 TOP SLAB 2 LEG 3, 4, 5"
28545,A.35.9,HOLZER / WILLIAMS COLLEGE: TABLE TOP SLAB 1 LEG 1
28546,A.35.10,"HOLZER / WILLIAMS COLLEGE: TABLE TOP SLAB 2 LEG 2, 3"
28547,78.31.13.P,LEAF FROM ALBUM OF DRAMATIC SCENES
28548,78.31.13.Q,LEAF FROM ALBUM OF DRAMATIC SCENES
28549,78.31.13.CCC,LEAF FROM ALBUM OF DRAMATIC SCENES
28550,78.31.13.BBBB,LEAF FROM ALBUM OF DRAMATIC SCENES
28551,TL.2012.13.1.A,ORIGINAL FRAME FOR UNTITLED
28552,TL.2012.13.2.A,ORIGINAL FRAME FOR UNTITLED
28553,TL.2012.61.1,"CHIRAGRA SPIDER CONCH SHELL, (LAMBIS CHIRAGRA) PHILLIPPINES"
28554,TL.2012.61.2,"GREEN ABALONE SHELL (HALIOTIS FULGENS), AUSTRALIA"
28555,TL.2012.61.3,"ATLANTIC THORNY OYSTER ( SPONDYLUS AMERICANUS), FLORIDA"
28556,TL.2012.61.4.A+B,"FLUTED GIANT CLAM (TRIDANCNA SQUAMOSA), FLORIDA"
28557,TL.2012.61.5,BROWN COLLOIDAL ARAGONITE
28558,TL.2012.61.6,"PURPLE CALCITE, MEXICO"
28559,TL.2012.61.7,"INDO-PERSIAN MACE ENGRAVED IN A DECO-EUROPEAN STYLE, COLLECTED BY CORTLAND FIELD BISHOP"
28560,TL.2012.61.8,LAZY TONGS
28561,TL.2012.61.9,SEWING BIRD
28562,TL.2012.61.10,"SACRED BULL CEREMONIAL MACE, INDIA"
28563,TL.2012.61.11,PITCHER/POT WITH SPOUT
28564,TL.2012.61.12,POSEY HOLDER
28565,TL.2012.61.13,POSEY HOLDER
28566,TL.2012.61.14,POSEY HOLDER
28567,TL.2012.61.15,GIANT SEA STAR SKELETON (PISASTER GIGANTEUS)
28568,TL.2012.61.16,GIANT SEA STAR SKELETON (PISASTER GIGANTEUS)
28569,TL.2012.61.17,TOUCAN HEAD WITH CARVED BEAK
28570,A.1.615,"THOMAS FRANKLIN GERMAINE, GRANDFATHER OF MAURICE & CHARLES PRENDERGAST (MOTHER'S FATHER)"
28571,A.1.616,ENVELOPE CONTAINING LOCATOR MAP (2 COPIES) OF GRAVES IN FOREST HILLS CEMETARY
28572,A.1.617,PHOTOGRAPH ALBUM BELONGING TO EUGÉNIE PRENDERGAST
28573,A.1.618,ACADEMIE JULIAN RECEIPT
28574,A.1.619,PENCIL SKETCH BY CHARLES PRENDERGAST ON BACK OF PRESCRIPTION
28575,A.1.620,AUTOGRAPH RAOUL DUFY
28576,A.1.621,"PHOTOGRAPH OF JESSIE FRANKLIN TURNER , EUGÉNIE PRENDERGAST, UNKNOWN WOMAN, CHARLES PRENDERGAST, UNKNOWN MAN"
28577,A.1.622,"MAURICE PRENDERGAST, CHARLES PRENDERGAST, WILLIAM GLACKENS, MRS. TRAVIS, EDITH GLACKENS"
28578,A.1.623,SKETCH PAD BELONGING TO CHARLES PRENDERGAST (BLANK)
28579,A.1.616.A,ENVELOPE CONTAINING A LOCK OF HAIR AND PRESSED FLOWER
28580,A.1.624,SOCIAL REGISTER SUMMER 1973 ALL CITIES
28581,A.1.625,BOX CONTAINING NAILS AND TOUCH-UP PAINT
28582,A.1.626.A,INSTALLATION PHOTOGRAPHS FROM ADDISON EXHIBIT
28586,A.1.626.B,INSTALLATION PHOTOGRAPHS FROM ADDISON EXHIBIT
28587,A.1.626.C,INSTALLATION PHOTOGRAPHS FROM ADDISON EXHIBIT
28588,A.1.626.D,INSTALLATION PHOTOGRAPHS FROM ADDISON EXHIBIT
28589,A.1.627.A,ADDRESS BOOK (BELONGED TO EUGÉNIE PRENDERGAST)
28590,A.1.627.B,ADDRESS BOOK (BELONGED TO EUGÉNIE PRENDERGAST)
28591,A.1.627.C,ADDRESS/ TELEPHONE BOOK  (BELONGED TO EUGÉNIE PRENDERGAST)
28592,A.1.627.D,ADDRESS/ TELEPHONE BOOK (BELONGED TO EUGÉNIE PRENDERGAST)
28593,A.1.627.E,LEDGER INVENTORY OF FURNISHING AND VALUES
28594,A.1.627.F,LEDGER INVENTORY OF FURNISHING AND VALUES
28595,A.1.627.G,RECIPE BOOK (BELONGED TO EUGÉNIE PRENDERGAST)
28596,A.1.627.H,RECIPE BOOK (BELONGED TO EUGÉNIE PRENDERGAST)
28597,A.1.627.I,ADDRESS/ TELEPHONE BOOK (BELONGED TO EUGÉNIE PRENDERGAST)
28598,A.1.627.J,ADDRESS/ TELEPHONE BOOK (BELONGED TO EUGÉNIE PRENDERGAST)
28599,A.1.627.K,ADDRESS/ TELEPHONE BOOK (BELONGED TO EUGÉNIE PRENDERGAST)
28600,A.1.634,RISING SUN BY CHARLES PRENDERGAST
28601,A.1.635,ANNUNCIATION BY CHARLES PRENDERGAST
28602,A.1.636,CALLING OF SAINTS PETER AND ANDREW (WORK IN PROGRESS)
28603,A.1.637.A,FLIGHT OF THE BIRDS BY CHARLES PRENDERGAST
28604,A.1.638,DANCERS
28605,A.1.639,THE DEER HUNTERS BY CHARLES PRENDERGAST
28606,A.1.640,FOUR FIGURES AND ANIMALS IN A LANDSCAPE BY CHARLES PRENDERGAST
28608,A.1.642,"ON THE BEACH, NO. 3 BY CHARLES PRENDERGAST"
28609,A.1.643,FIGURES AND DEER BY CHARLES PRENDERGAST (WORK IN PROGRESS)
28610,A.1.644,FIGURES BY CHARLES PRENDERGAST
28611,A.1.645.A,UNKNOWN TITLE BY CHARLES PRENDERGAST
28612,A.1.646.A,THE SPIRIT OF THE HUNT BY CHARLES PRENDERGAST
28613,A.1.647,FRIEZE OF CLASSICAL FIGURES BY CHARLES PRENDERGAST
28614,A.1.648,SCREEN (VERSO) BY CHARLES PRENDERGAST
28615,A.1.649,SCREEN (RECTO) MADE BY CHARLES PRENDERGAST
28616,A.1.650,HILLTOWN BY CHARLES PRENDERGAST
28617,A.1.651,THE FOUNTAIN BY CHARLES PRENDERGAST
28618,A.1.652,CENTRAL PARK ZOO BY CHARLES PRENDERGAST
28619,A.1.653,BATHERS UNDER THE TREES BY CHARLES PRENDERGAST
28620,A.1.654,SKATERS AT THE WORLD'S FAIR BY CHARLES PRENDERGAST
28621,A.1.655,MAN DANCING BY CHARLES PRENDERGAST
28622,A.1.656,CARVED & DECORATED CHEST BY CHARLES PRENDERGAST (WORK IN PROGRESS)
28623,A.1.657,CARVED AND DECORATED CHEST BY CHARLES PRENDERGAST (WORK IN PROGRESS)
28624,A.1.658,CARVED AND DECORATED CHEST BY CHARLES PRENDERGAST (WORK IN PROGRESS)
28625,A.1.659,CARVED AND DECORATED CHEST BY CHARLES PRENDERGAST (WORK IN PROGRESS)
28626,A.1.660,CARVED AND DECORATED CHEST BY CHARLES PRENDERGAST (WORK IN PROGRESS)
28627,A.1.661,CARVED AND DECORATED CHEST BY CHARLES PREDERGAST (WORK IN PROGRESS)
28628,A.1.662,CARVED AND DECORATED CHEST BY CHARLES PRENDERGAST (WORK IN PROGRESS)
28629,A.1.663,CARVED AND DECORATED CHEST BY CHARLES PRENDERGAST
28630,A.1.637.B,FLIGHT OF THE BIRDS BY CHARLES PRENDERGAST
28631,A.1.637.C,FLIGHT OF THE BIRDS BY CHARLES PRENDERGAST
28632,A.1.641.A,FANTASY BY CHARLES PRENDERGAST (WORK IN PROGRESS)
28633,A.1.641.B,FANTASY BY CHARLES PRENDERGAST (WORK IN PROGRESS)
28634,A.1.641.C,FANTASY BY CHARLES PRENDERGAST (WORK IN PROGRESS)
28635,A.1.641.D,FANTASY BY CHARLES PRENDERGAST (WORK IN PROGRESS)
28636,A.1.645.B,UNKNOWN TITLE BY CHARLES PRENDERGAST
28637,A.1.646.B,THE SPIRIT OF THE HUNT BY CHARLES PRENDERGAST
28638,A.1.646.C,THE SPIRIT OF THE HUNT BY CHARLES PRENDERGAST
28639,A.1.646.D,THE SPIRIT OF THE HUNT BY CHARLES PRENDERGAST
28640,A.1.646.E,THE SPIRIT OF THE HUNT BY CHARLES PRENDERGAST
28641,A.1.646.F,THE SPIRIT OF THE HUNT BY CHARLES PRENDERGAST
28642,A.1.664,COPY OF EUGÉNIE PRENDERGAST BIRTH CERTIFICATE
28643,A.1.665,POSTCARD FROM HENRI VANKEMMEL [EUGÉNIE PRENDERGAST'S BROTHER]
28644,A.1.666,LETTER FROM HENRI VANKEMMEL [ EUGÉNIE PRENDERGAST'S BROTHER]
28645,A.1.667,LETTER FROM HENRI VANKEMMEL [EUGÉNIE PRENDERGAST'S BROTHER]
28646,A.1.668,NOTE OF CONDOLENCE
28647,A.1.669,COPY OF DOCUMENT FROM WAR DEPARTMENT
28648,A.1.670.A,MEMORIAL CARD OF SOLDIERS KILLED IN ACTION
28649,A.1.671.A,"POSTCARDS OF AMBLENY CEMETARY, BAILLEUL, OUTTERSTEENE & MALO-LES-BAINS"
28650,A.1.672.A,MASS CARD FOR EMILE VERWAERDE (COUSIN OF EUGÉNIE PRENDERGAST)
28651,A.1.673,LETTER FROM LOUIS BOUCHARD TO EUGÉNIE PRENDERGAST
28652,A.1.674.A,"RELIGIOUS CARD (MASS, FIRST COMMUNION, ETC.)"
28653,A.1.675,PHOTOGRAPH OF VERWAERDE CEMETARY MONUMENT
28654,A.1.676,RED RIBBON WITH METAL PIN
28655,A.1.677,"CUNARD LINE, RMS AQUITANIA"
28656,A.1.678,"LETTER FROM EDMOND, DIRECTOR OF INTERNATIONAL HOUSE"
28657,A.1.679,LETTER WITH ENVELOPE FROM DR. H. VANKEMMEL TO EUGÉNIE AND CHARLES PRENDERGAST
28658,A.1.680,LETTER FROM HENRI VANKEMMEL
28659,A.1.681,LETTER FROM HENRI VANKEMMEL TO EUGÉNIE PRENDERGAST
28660,A.1.682,LETTER TO EUGÉNIE PRENDERGAST WITH ENVELOPE
28661,A.1.683.A,LETTER FROM LOUIS VANKEMMEL AND MARIE VANKEMMEL [EUGÉNIE PRENDERGAST'S BROTHER AND SISTER]
28662,A.1.684,LETTER FROM HENRI VANKEMMEL TO EUGÉNIE PRENDERGAST
28663,A.1.685,LETTER FROM HENRI VANKEMMEL TO EUGÉNIE PRENDERGAST
28664,A.1.686.A,MASS CARD FOR PIERRE VANKEMMEL [EUGÉNIE PRENDERGAST'S FATHER]
28665,A.1.687,PHOTOGRAPH OF GRAVE OF LOUIS VANKEMMEL
28666,A.1.688.A,FRENCH DRIVER'S LICENSES FOR CHARLES PRENDERGAST WITH ENVELOPE
28667,A.1.689,BILL FOR CHINA FROM A LA CHIMERE DE NOTRE-DAME WITH ENVELOPE
28668,A.1.690,BILL FOR CHINA FROM A LA CHIMERE DE NOTRE-DAME WITH ENVELOPE
28669,A.1.691.A,BILL FOR SINGER SEWING MACHINE
28670,A.1.692.A,BILL FOR CLOTHING FROM B. RULLE
28671,A.1.693,LETTER TO EUGÉNIE PRENDERGAST FROM BERTHE RULLE WITH ENVELOPE
28672,A.1.694,WATERCOLOR WITH VASE OF FLOWERS AND BOOKCASE WITH MAILING ENVELOPE (PORCH CROOKED MILE ROAD)
28673,A.1.695,WATERCOLOR (MAID WATERING FLOWERS) WITH ENVELOPE
28674,A.1.696,"DESCRIPTION OF COURSE OFFERINGS - SEWING, WRITING - FOR YOUNG WOMEN"
28675,A.1.697,"""A LITTLE FRENCH VILLAGE"""
28676,A.1.698,"""BAA"""
28677,A.1.699,LETTER TO EUGÉNIE PRENDERGAST WITH ENVELOPE
